id,predicted_price
2591820310,2251938.0
7974200820,2336926.8
7701450110,2452811.0
9522300010,2347736.0
9510861140,2105077.0
1761300310,2283003.0
7732410120,2216771.2
7010701383,2347597.2
291310170,2216771.2
4232901990,2033928.6
6840701125,1970928.2
3971700580,2074740.6
4202400078,2153799.8
6064800090,2093878.6
2626119028,2018510.5
3303980660,2211169.8
862000020,1955044.0
2386000070,2446029.8
1138000450,2218353.0
1775800420,2152068.8
2291401425,2231872.5
2025770560,2478743.5
3525069037,2210408.5
9324800450,2553969.0
8080400136,2223580.5
8651540040,2083284.1
9407001790,2135270.5
1773101530,2160780.2
9432900250,2036354.8
1794500695,2083081.5
2220069003,2359349.2
923000120,2074740.6
5728000060,2244590.0
16000200,2251938.0
1926059094,2291820.2
6672900220,2279124.2
3629860060,2289758.0
1822069109,2269377.2
6675500105,2157243.0
249000180,2510120.5
226059065,2250224.8
396100110,2033928.6
9264450460,2096496.1
7853361210,2175425.5
9474700020,2069075.8
421000455,2069075.8
3755200220,2157243.0
7960100075,2073846.5
9477100490,2111410.2
9138100350,2410483.2
1624049275,2216771.2
2770606890,2291820.2
1157200189,2193673.5
2770601800,2321955.8
9301300805,2230549.0
2325069032,2402352.2
1021079099,2274564.2
7215730040,2139685.8
1853200080,2024077.5
3224600340,2275495.2
3222049120,2443448.8
2113700025,1991430.0
7893207925,2370814.0
3586501085,2216771.2
8024200010,2089799.0
7116500705,2153799.8
1598600209,2290192.5
7204200025,2882592.0
4206901505,1991430.0
2937300440,2216771.2
7205000180,2015273.2
8718500665,2016203.8
5318101765,2094202.1
4122700020,2148449.5
8078700020,2160372.2
3303980680,2196767.8
8924100372,2396905.8
2781270210,2023500.5
519000043,2105077.0
3225069301,2620913.0
151000075,2089958.5
2297400020,2250224.8
6617500085,2097652.2
104510180,2152068.8
3528900060,2126676.0
3345100286,2170385.8
1226039130,2327784.8
8712100720,2283003.0
3037200010,1975917.5
3626039268,2043847.2
104510230,2193627.5
5112800060,2140161.2
6072400280,2165000.5
5317100570,2238388.8
9528102993,2092327.6
2919201095,2018510.5
6181400920,2036354.8
185000161,2155875.2
8691400010,2102751.5
3345700165,2211821.2
6151800486,2018589.4
4340000080,2138188.5
4136960010,2394591.2
3634100030,2285482.0
1624059224,2258704.5
2788400090,2075132.5
9828200762,2024077.5
7524400250,2193627.5
3528000290,2105077.0
5700003630,2634688.8
2720069019,2509960.2
7227501170,2157243.0
2397101270,2285482.0
6792100090,2216771.2
2770602265,2145758.8
3971700937,2244590.0
422049203,2321955.8
3076500830,2186985.0
1423400260,2028702.0
9161100795,2028591.8
3126049052,2074740.6
5100401468,2024077.5
514500235,2370814.0
1423200170,2018589.4
1402100070,2336926.8
624110020,2305976.8
2407000145,2124419.8
1890000225,2045379.9
1320069271,2157243.0
5490700085,2273696.8
263000155,2147185.8
3726800201,2074740.6
5153200358,2309793.0
2725079018,2157317.0
7165700200,2201509.5
9429000170,2036354.8
8718500075,2302998.8
1760650950,2036354.8
1068000559,2673131.0
4113800500,2089958.5
4077800507,2349234.5
2725069150,2216771.2
4008400035,2369998.0
7016310270,2097652.2
1432701230,2016203.8
3278606050,2179716.0
2473350710,2370814.0
2185000685,2135651.2
7792000025,2037054.0
6868200029,2244590.0
624069003,2460540.0
7431500280,2550702.2
3296000040,2269377.2
1118001215,2170385.8
6453900040,2361940.5
333100209,2028702.0
34001765,2193234.2
8946700100,2238388.8
5561401210,2334966.2
6671900095,2161573.8
3275850020,2036354.8
3876300600,2328577.5
1450900020,2361692.8
8562780280,2096600.1
7663700973,1963549.5
2126049032,2244590.0
1823059159,2033928.6
3438503426,2111410.2
9297301495,2089958.5
7140700850,2036354.8
7942601805,2216771.2
2555900030,2176760.0
2887970040,1996587.2
7419700010,2120216.0
2239000011,2285482.0
9283800050,2255065.0
9407001340,2147185.8
217500140,2153914.8
7212660520,2103285.0
3298201170,2176760.0
3057000400,2054617.4
6865200444,2150604.0
6071600340,2255368.2
6821600005,2074740.6
1235100371,2096496.1
7796450340,2238388.8
3603000410,2159371.2
9297300255,2457932.0
9126100850,2184685.8
2770601462,2053068.0
2599001500,2171694.2
1102000095,2227592.0
1853080640,2398886.2
9551201585,2074673.4
3438500796,2111410.2
7518504291,2132427.5
9269200340,2111410.2
715010130,2670687.2
1982201485,2231864.0
9526500080,2157243.0
9277200180,1970928.2
6669150280,2097652.2
8917100153,2269377.2
3760500516,2552415.5
2725069050,2105077.0
3332000091,2085474.8
8562770080,2382477.5
8151601190,2119268.0
8563040160,2244369.8
240000269,2533835.2
4307350200,2089197.2
1311910300,2149990.8
3574900030,2036354.8
7853230570,2216771.2
320069049,2413163.0
9839301060,2111410.2
7011201333,2580941.5
2781320100,2111410.2
3421069120,2170385.8
7852030320,2089958.5
5316101075,2258952.2
5309100750,2187439.8
629000730,2131260.5
511700170,2137801.0
1562100030,2291820.2
2489200230,2103285.0
524069116,2131380.5
5315100737,2131258.5
1868900675,2227592.0
1608000120,2089958.5
705700240,2089958.5
7575600610,2089958.5
1778500015,2321955.8
5423500240,2057480.1
6713700025,2069075.8
2734100734,2450150.5
301402280,1975917.5
2113700205,2057480.1
4114601570,2887346.2
3332000615,2218353.0
3630050180,2166646.8
6852700520,2059466.8
6870310010,2258704.5
6163900981,2069075.8
393000142,2238388.8
1771100130,2111410.2
1442860160,2195691.0
9191200435,2249720.5
6788200800,2111700.2
1115300070,2349978.2
3176600105,2208792.2
2770604665,2174780.2
5469500580,2146680.0
5680000545,2260590.0
3424089119,2089197.2
1328300180,2155996.5
1773100922,2324071.5
4123830480,2105077.0
9808610190,2111700.2
4250200140,2089958.5
4217402115,3129716.5
3831250350,2036354.8
2397101055,2250224.8
6817850110,2119375.0
7526800200,2327784.8
7853370100,2053068.0
2523089025,2439411.5
9476200680,2074740.6
5714200140,2085566.2
3575304895,2257490.0
263000018,1983229.1
8080400177,2213543.2
6450304130,2033928.6
514500090,2122520.2
9477000300,2146729.0
853600310,2388276.2
1951600240,2200936.5
1099900120,2263472.2
5323100120,2390001.0
1223089016,2146729.0
522059172,2135270.5
1930300190,2057480.1
9542840410,2187525.2
8665050530,2074095.8
5592900205,2385239.8
5450300010,2291820.2
2459960030,2216771.2
3331500455,2211821.2
3432500705,2251938.0
3702900165,2146065.8
5249803550,2165000.5
626049058,2153914.8
1788900380,2057495.8
8075400360,2094861.4
9113200250,2036354.8
2738640040,2036354.8
7821200307,2057495.8
3530440140,2124853.5
3582700130,2111410.2
9276200569,2241969.5
7197800020,2036354.8
686200490,2291820.2
3501600100,2124419.8
6383000690,2097434.0
7604400150,2103285.0
5249801411,2437316.2
2607720420,2195691.0
9561100010,2274564.2
1796370590,2103285.0
4077800593,2135270.5
854000165,2294311.2
5536100010,2085474.8
4188000670,2089197.2
31000165,2634560.8
662350050,2157751.2
4137000280,2192067.2
6169901130,2684225.5
1953400510,2174073.2
7518506716,2082227.5
1552520010,2216771.2
7955080270,2290048.5
9212900100,2074740.6
3438500798,2171694.2
7899800890,2154529.0
4319200605,2165000.5
1329300480,2275495.2
8935100100,2241180.5
5016001260,1991430.0
4337600280,2283003.0
1446401220,2176371.8
7135521530,2275495.2
6888900115,1983639.6
2413301070,2015273.2
345700040,1951273.9
5566100145,2291820.2
7634800070,2263472.2
9346910500,2097652.2
3529300060,2105077.0
8128600060,2438625.2
8572900275,2018589.4
4139420590,2610640.2
9274200322,2305044.5
1472700200,2171694.2
8820903380,2131417.0
8563010130,2165000.5
8965450110,2216771.2
9274204230,2140161.2
8165501700,1975917.5
2193340260,2172960.2
1860600290,2449842.0
1222000055,2153884.0
2492200280,2290048.5
2488200455,2137748.0
809001520,2116111.2
1796361140,2321955.8
6398000011,2348208.5
6813600365,2321955.8
7504100920,2155945.2
8835770330,2166646.8
524059322,2089958.5
4307330280,2216771.2
1245002952,2275495.2
2021069059,2157243.0
5700000595,2175425.5
3629970930,2266189.2
3336002215,2057495.8
5100401060,2349234.5
3278600750,2022100.0
1126069045,2402352.2
7568700175,2057480.1
452001475,2135270.5
9283800230,2182971.5
1737300130,2182492.8
6189600040,2302998.8
3679400025,2244590.0
1096100010,2176371.8
9513900050,2283003.0
5452800645,2269377.2
273800100,2261564.8
7228500037,2020369.0
808300090,2195691.0
2493200215,2226559.8
5035300255,2101899.5
3380900160,2111410.2
3630000130,2251938.0
7300400670,2105077.0
6798100070,2069075.8
8078400010,2255368.2
5566100060,2171694.2
2768200212,2240887.8
4035900060,2291820.2
9460000110,2244590.0
7199320190,2327784.8
2225039081,2218353.0
9512200050,2342636.8
2634500085,2135270.5
3654800200,2275495.2
2724079090,2363517.8
2597520720,2201398.2
3034200426,2018510.5
984000130,2211821.2
7852020670,2036354.8
7923500060,2455533.0
2310030510,2015273.2
2205500540,2321955.8
2493200015,2140161.2
7853361420,2216771.2
5652600605,2231872.5
5285200020,2148519.0
9406530150,2238388.8
5706300020,2187525.2
3278602490,2082227.5
7197000100,2358375.0
4447300008,2075302.8
7899800045,2291820.2
9250900095,2084816.5
9268851740,2126676.0
8682261440,2255374.8
7284900385,2570997.0
8079040300,2089958.5
2225300585,2274564.2
3223039013,2080262.5
2013801350,2183829.5
4055701110,2131380.5
3578401770,2037054.0
4046500720,2210408.5
6145601745,1991430.0
5207200195,2105077.0
1972201856,2110713.8
7212680080,2266943.8
7277100510,2269215.0
522079022,2119375.0
5605000440,2200936.5
6632300230,2320957.2
8815400165,2072737.2
6708200320,2744991.2
2426059076,2170385.8
3260200200,2327784.8
2770601741,2285449.2
4338800500,2361692.8
9201000320,2377967.2
7655900038,1991430.0
3625059140,2131260.5
4222310010,2018510.5
2114700115,2097652.2
3291800710,2346413.2
9406590010,2352146.5
3025059124,3093564.0
7972601250,2126408.2
930000470,2089197.2
6690500060,2057480.1
16000015,2111410.2
5693501102,2176529.5
8079040490,2105077.0
7225000155,2155945.2
8819900170,2243625.0
7972601270,2122520.2
1224069074,2216771.2
5126900321,2089197.2
3438501860,1970928.2
2822069080,2210408.5
1656600310,2105077.0
3856900507,2241969.5
1626069139,2250224.8
2524049257,2493543.2
3904960150,2036354.8
7214820610,2321955.8
7977201845,2161573.8
2428100080,2332920.8
2202500135,2293611.0
1523550220,2036354.8
2313900610,2015273.2
4123840050,2105077.0
2125059124,2108728.0
1225039067,2033459.2
6431500283,2112973.5
2473380010,2244369.8
5694501195,2043847.2
2881700046,2057480.1
6837820330,2036354.8
2337300370,2085474.8
3876540630,2175425.5
626059317,2202101.8
3374500520,1933280.9
7228501903,2105077.0
4019300051,2302998.8
4232902615,1944141.2
3546000090,2183829.5
8127700215,2079949.0
3438501100,2018510.5
1769600066,2554765.5
8146100610,2200936.5
3052700695,2147185.8
7954310210,2036354.8
3761700053,2498582.5
1320069179,2490161.5
1331900410,2201509.5
7303100210,2067568.8
2464400285,2230549.0
6163901150,2302998.8
8955800045,2160743.2
2314300200,2332920.8
9528104360,2036028.5
4177100005,2097652.2
8856960260,2067568.8
1828001220,2335300.2
3066400710,2036354.8
624110610,2254239.2
4040800260,2171694.2
5019500215,2259885.2
2481630180,2083284.1
7203170190,2105077.0
510001280,2080262.5
9430110120,2275508.2
1565950030,2036354.8
9828202255,2269377.2
3878900270,2280487.5
8091600080,2190980.5
1112000035,1991430.0
2228900270,2094861.4
6648701740,2168290.0
1245003740,2093651.0
2174503441,2171694.2
7708250010,2195691.0
6072300110,2074740.6
2329800140,2238388.8
1494300040,2165000.5
3832050130,2275495.2
7203100730,2196767.8
7199330170,2131260.5
7785000220,2361692.8
1250201175,1970928.2
4054500180,2173714.5
7905200061,2208792.2
3751604895,2057480.1
5220300140,2094861.4
3323059027,2192067.2
8651611980,2036354.8
8673400190,1977310.5
1668500100,2238388.8
1023059365,2089197.2
3308030060,2140161.2
4232400860,2080262.5
2144800615,2055205.2
1568100920,2536098.0
9406510040,2089958.5
2923049421,2146729.0
1051000040,2015273.2
2077700042,2080262.5
9423800030,2176760.0
9818700455,2269377.2
7133300675,1970928.2
4113800550,2105077.0
5553300375,2803518.0
2025701530,2216771.2
7942601155,2018589.4
7524300020,2216771.2
2520069100,2542510.5
5412300410,1970928.2
7504110760,2108728.0
2594200350,1996728.1
2722059013,2057495.8
8078430480,2216771.2
1423069162,2083284.1
8856001090,2190980.5
7000100631,2129202.5
4222200280,2361692.8
7971300050,2131380.5
2009001600,2069075.8
6619910140,2343085.8
2877100985,2108728.0
1196000007,2153914.8
1330850130,2089958.5
6664900410,2157243.0
1231001110,2057480.1
9235900030,2018589.4
9407101840,2165000.5
9523103001,2176371.8
2149800278,2686886.5
7234601198,2013168.0
9476700035,2296132.2
9297301065,2358492.0
518500700,2160743.2
7843500090,2216771.2
6056110780,2054617.4
2345700260,2036764.5
3509600070,2171694.2
1431700280,2071844.0
1623049174,2170588.8
3024089049,2035283.0
7853340450,2036354.8
7732410360,2216771.2
1446800995,2269377.2
2946000285,2103285.0
425079100,2501701.2
3876313040,2165000.5
1762600260,2157317.0
1925069121,2340606.8
7443000480,2078911.9
7820000015,2111410.2
4027701253,2216771.2
2826049165,2085474.8
5426300060,2327784.8
1278000210,1991430.0
923000270,2033928.6
7657600005,2352065.8
3024079057,2171694.2
3276180020,2074740.6
7304300760,2057480.1
3908100020,2135270.5
8835400805,2346903.2
4051150070,2226559.8
3904930530,2103285.0
6163900971,2157243.0
7942600310,2018589.4
4365700330,2130644.8
423059207,2175425.5
3992700265,2135270.5
7177300090,2161573.8
2540820010,2036354.8
5700002510,2096496.1
5201000030,2036354.8
7631800015,2567157.8
2922702965,2237784.8
1525059198,2067568.8
1245003160,2137801.0
3810000455,2250224.8
7855600080,2074740.6
5701500030,2258704.5
7504020400,2279124.2
1402600570,2244369.8
7575610760,2067568.8
8731990370,2171464.5
5021900090,2095626.6
290000075,2306095.5
2841500010,2349234.5
3955900830,2036354.8
7852110140,2105077.0
1311400350,2321955.8
7773800015,2287193.8
4123400320,2137801.0
2725069157,2105077.0
666000143,2154233.2
5101408678,2258545.2
6371000026,2169442.2
2024059084,2327074.5
7283900036,2135270.5
8881900230,2429646.2
3959400135,2024077.5
7696610270,2261564.8
1689400150,2170385.8
5103900015,2171694.2
1441000350,2390001.0
5101408735,2135651.2
3126059027,2508113.0
2320069014,2157243.0
9541600015,2169374.0
8682320420,2307301.0
1562200090,2347597.2
3395070980,2144545.8
7349600230,2083284.1
522049122,2111410.2
869700060,2105077.0
811000055,2305976.8
1221059176,2097652.2
1523059103,2216771.2
2025760210,2105077.0
9218400088,2348318.2
8682292020,2239798.2
